conversation_id,candor_relative_path,transcript_filename,split,label_path,membership_status,sha256
06a5a69a-362d-4947-b16d-d1d09dc075ec,06a5a69a-362d-4947-b16d-d1d09dc075ec,06a5a69a-362d-4947-b16d-d1d09dc075ec.txt,test,silver_labels/test/06a5a69a-362d-4947-b16d-d1d09dc075ec/labels.json,verified,9352ed47b56e8729afcdc5aa0ca535b6f49356bdaf57a8b0f13d92931054abfa
06afb9c1-b367-45c7-a9ff-74c47a2cb61c,06afb9c1-b367-45c7-a9ff-74c47a2cb61c,06afb9c1-b367-45c7-a9ff-74c47a2cb61c.txt,test,silver_labels/test/06afb9c1-b367-45c7-a9ff-74c47a2cb61c/labels.json,verified,a2ce9b845d707e8d903e50d3c704261dd4b55b8ad19f1fe6827b845fe7656276
07094abd-8b2a-426a-8dca-edead45c2143,07094abd-8b2a-426a-8dca-edead45c2143,07094abd-8b2a-426a-8dca-edead45c2143.txt,test,silver_labels/test/07094abd-8b2a-426a-8dca-edead45c2143/labels.json,verified,03b5d48aeac02128012ab4994fcd5ff4fb74ad77d0412760c788081f3759d13c
071cf0a9-87b3-4bd5-a6ca-f0798227e8e3,071cf0a9-87b3-4bd5-a6ca-f0798227e8e3,071cf0a9-87b3-4bd5-a6ca-f0798227e8e3.txt,test,silver_labels/test/071cf0a9-87b3-4bd5-a6ca-f0798227e8e3/labels.json,verified,5322978271b7a1725a879bed570fb4ddbb26f1f07c947579ec18f695f24b9bd3
0736fa95-99e8-4707-bd64-4552eb79d05a,0736fa95-99e8-4707-bd64-4552eb79d05a,0736fa95-99e8-4707-bd64-4552eb79d05a.txt,test,silver_labels/test/0736fa95-99e8-4707-bd64-4552eb79d05a/labels.json,verified,dc2ee52db12c495f07194e5557b837c1d7589ebd08bacbba3735fb779c83a5ae
075926c6-9b88-42d2-8d03-f5fab051bfbb,075926c6-9b88-42d2-8d03-f5fab051bfbb,075926c6-9b88-42d2-8d03-f5fab051bfbb.txt,test,silver_labels/test/075926c6-9b88-42d2-8d03-f5fab051bfbb/labels.json,verified,6292b841af19386b259b2112677df762e2e0b59622a0acf1fce89691d74ef4cd
0777bb85-b225-4fe4-b2d9-ee9bf19d3999,0777bb85-b225-4fe4-b2d9-ee9bf19d3999,0777bb85-b225-4fe4-b2d9-ee9bf19d3999.txt,test,silver_labels/test/0777bb85-b225-4fe4-b2d9-ee9bf19d3999/labels.json,verified,95beffe62c226eeadc869a9038c77976fd1f4ddf013f767a1ab59c7b25f44fc4
07b732f9-a9e0-43e9-85a4-263a6d78af0d,07b732f9-a9e0-43e9-85a4-263a6d78af0d,07b732f9-a9e0-43e9-85a4-263a6d78af0d.txt,test,silver_labels/test/07b732f9-a9e0-43e9-85a4-263a6d78af0d/labels.json,verified,77d6c26e51c2eb7ec6185921bcac0ccaadb1789aa55e33bc2b0ef5e146b397f7
08fed9d5-6213-4742-94de-64a879fdf28c,08fed9d5-6213-4742-94de-64a879fdf28c,08fed9d5-6213-4742-94de-64a879fdf28c.txt,test,silver_labels/test/08fed9d5-6213-4742-94de-64a879fdf28c/labels.json,verified,0886fca088ea41ddbabf4eac57c0299c6cdd2cb4e4925b29ae6f31c55045fea6
093aadd5-f50d-4f43-9793-faf61c11a70c,093aadd5-f50d-4f43-9793-faf61c11a70c,093aadd5-f50d-4f43-9793-faf61c11a70c.txt,test,silver_labels/test/093aadd5-f50d-4f43-9793-faf61c11a70c/labels.json,verified,08482e8b8c8cbdabf295d4f76e1caeefdee21e74dc58e437ee480e60be70accf
0a84a137-b947-441c-b94c-a03f4a5851ea,0a84a137-b947-441c-b94c-a03f4a5851ea,0a84a137-b947-441c-b94c-a03f4a5851ea.txt,test,silver_labels/test/0a84a137-b947-441c-b94c-a03f4a5851ea/labels.json,verified,a9aa3544d19441ee05403ca5cf731af3215707fe6a592fa6b3efd271d9739e9d
0af09289-1953-4e71-bee5-b34a5828fe52,0af09289-1953-4e71-bee5-b34a5828fe52,0af09289-1953-4e71-bee5-b34a5828fe52.txt,test,silver_labels/test/0af09289-1953-4e71-bee5-b34a5828fe52/labels.json,verified,52e46cf31efae5e20ce97906f8f309defb73c026d07db5b0a909909a811708d4
0aff0afe-6552-4f0d-a868-265e51c25bf2,0aff0afe-6552-4f0d-a868-265e51c25bf2,0aff0afe-6552-4f0d-a868-265e51c25bf2.txt,test,silver_labels/test/0aff0afe-6552-4f0d-a868-265e51c25bf2/labels.json,verified,f82a033735f426f478894f53b8b9e432fc5c5a24ccf156899a579f9ff2c56ea0
0b30b3be-4bc7-4b70-a484-cb00707dd282,0b30b3be-4bc7-4b70-a484-cb00707dd282,0b30b3be-4bc7-4b70-a484-cb00707dd282.txt,test,silver_labels/test/0b30b3be-4bc7-4b70-a484-cb00707dd282/labels.json,verified,189f9fbc2cce052eca0b1238186025a37d8245d51cec4b66e48e1662cddc4a43
0bfaca02-9d10-4880-8065-749c1f8891cf,0bfaca02-9d10-4880-8065-749c1f8891cf,0bfaca02-9d10-4880-8065-749c1f8891cf.txt,test,silver_labels/test/0bfaca02-9d10-4880-8065-749c1f8891cf/labels.json,verified,e6895eab8af122d601851e861692f5c75f985ebbee8fad7e16752a0a0ded0063
0c6b3a4a-7832-44ea-8830-ff727f2b803c,0c6b3a4a-7832-44ea-8830-ff727f2b803c,0c6b3a4a-7832-44ea-8830-ff727f2b803c.txt,test,silver_labels/test/0c6b3a4a-7832-44ea-8830-ff727f2b803c/labels.json,verified,a220676ef53f889259a77fa094a125e18abe58d4be6b3985e0816860c5bc719d
0cf5b16b-83b5-476d-a2d2-c696a4297f6c,0cf5b16b-83b5-476d-a2d2-c696a4297f6c,0cf5b16b-83b5-476d-a2d2-c696a4297f6c.txt,test,silver_labels/test/0cf5b16b-83b5-476d-a2d2-c696a4297f6c/labels.json,verified,263572e155be048fed9dcc710e642fdea91d77a57487a25e08876b0176105929
0cf99695-c570-4da0-85f9-02f9bc109e5b,0cf99695-c570-4da0-85f9-02f9bc109e5b,0cf99695-c570-4da0-85f9-02f9bc109e5b.txt,test,silver_labels/test/0cf99695-c570-4da0-85f9-02f9bc109e5b/labels.json,verified,2075b3e507cb0388628890c7db92f798a59704e1100632d66b9fc3c47efc195b
0cfc4a5e-dc61-4f61-8f8c-81c977e2f4dc,0cfc4a5e-dc61-4f61-8f8c-81c977e2f4dc,0cfc4a5e-dc61-4f61-8f8c-81c977e2f4dc.txt,test,silver_labels/test/0cfc4a5e-dc61-4f61-8f8c-81c977e2f4dc/labels.json,verified,6281b210a68e4a626dd158a3fc30220bf8d0c86db295bc73d724b7a2b1b1b186
0d0c3cc7-667b-483e-a2f1-7028ecbed62e,0d0c3cc7-667b-483e-a2f1-7028ecbed62e,0d0c3cc7-667b-483e-a2f1-7028ecbed62e.txt,test,silver_labels/test/0d0c3cc7-667b-483e-a2f1-7028ecbed62e/labels.json,verified,ea46242e750acc6608f408910d2f22b6496638ae8b2224c94161e27ebae8412f
0d4a795e-7026-4d98-b6d0-739a2c7c1661,0d4a795e-7026-4d98-b6d0-739a2c7c1661,0d4a795e-7026-4d98-b6d0-739a2c7c1661.txt,test,silver_labels/test/0d4a795e-7026-4d98-b6d0-739a2c7c1661/labels.json,verified,1c83be9de69c28047cfc58ff217a5c32241a1a0d5b9a8e260c2da7f258986031
0d4f91ca-dcee-47f3-8549-7bf112a2d77e,0d4f91ca-dcee-47f3-8549-7bf112a2d77e,0d4f91ca-dcee-47f3-8549-7bf112a2d77e.txt,test,silver_labels/test/0d4f91ca-dcee-47f3-8549-7bf112a2d77e/labels.json,verified,275c0e1adcc94456ea51dbbdc9afea28c44ee6941613e57c0341800dfcaeb24f
0d7fc2a3-37b2-44b8-a60a-c69d6016b65e,0d7fc2a3-37b2-44b8-a60a-c69d6016b65e,0d7fc2a3-37b2-44b8-a60a-c69d6016b65e.txt,test,silver_labels/test/0d7fc2a3-37b2-44b8-a60a-c69d6016b65e/labels.json,verified,92a096b67d761f51c999f0527646c40285da6f4d48982bbaf08757484d01c1b8
0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788,0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788.txt,test,silver_labels/test/0da3e9ac-d5a5-4df0-abf4-f3eb3fc62788/labels.json,verified,3bc2b1e6b0ca3fb90623cbe947abb4ba066f88231209032eaa16aa7cb3917a0c
0dc1cce3-6b9c-4c8d-bcfe-32909fab0a8c,0dc1cce3-6b9c-4c8d-bcfe-32909fab0a8c,0dc1cce3-6b9c-4c8d-bcfe-32909fab0a8c.txt,test,silver_labels/test/0dc1cce3-6b9c-4c8d-bcfe-32909fab0a8c/labels.json,verified,aba7b706d2df691282d7607bd9db81256c927a692475d47f1fef3e082bd46a9b
0e27c49b-ebf3-4b9a-9b55-3d371a44dc58,0e27c49b-ebf3-4b9a-9b55-3d371a44dc58,0e27c49b-ebf3-4b9a-9b55-3d371a44dc58.txt,test,silver_labels/test/0e27c49b-ebf3-4b9a-9b55-3d371a44dc58/labels.json,verified,08c3154b70a895192c27b6539bb87e50123a895391af08e2860f723a21a9fb80
0f263deb-4828-4682-9759-86e37c84e5fa,0f263deb-4828-4682-9759-86e37c84e5fa,0f263deb-4828-4682-9759-86e37c84e5fa.txt,test,silver_labels/test/0f263deb-4828-4682-9759-86e37c84e5fa/labels.json,verified,be7249fbeeb1f0a25f90707d2a95e95ad6c4c440957bd0bf110c401a1de0659e
0f4a13e4-64ae-4a98-9698-0166e5819808,0f4a13e4-64ae-4a98-9698-0166e5819808,0f4a13e4-64ae-4a98-9698-0166e5819808.txt,test,silver_labels/test/0f4a13e4-64ae-4a98-9698-0166e5819808/labels.json,verified,225f09ad2c8e6e97b1e87baaea87cbfdb386ca0941179ce70e1cf574a304b295
0f918385-c53f-4454-9f94-5e08a4419d6d,0f918385-c53f-4454-9f94-5e08a4419d6d,0f918385-c53f-4454-9f94-5e08a4419d6d.txt,test,silver_labels/test/0f918385-c53f-4454-9f94-5e08a4419d6d/labels.json,verified,8d7fabbef671a0b7e2432afe54ce0698796e0adb5f97db88ebaa66076ce0bc07
0fd433c9-b0ef-416c-be8f-601fbf4875ce,0fd433c9-b0ef-416c-be8f-601fbf4875ce,0fd433c9-b0ef-416c-be8f-601fbf4875ce.txt,test,silver_labels/test/0fd433c9-b0ef-416c-be8f-601fbf4875ce/labels.json,verified,501067c4c8c40c80f03eddd2c555a7455dad978b50866690fe548142acf7f9ce
113c581b-c891-4735-90c4-61f1e6efdf93,113c581b-c891-4735-90c4-61f1e6efdf93,113c581b-c891-4735-90c4-61f1e6efdf93.txt,test,silver_labels/test/113c581b-c891-4735-90c4-61f1e6efdf93/labels.json,verified,84da2fbeea45ab79fd18f66b59e0544fb135eb19cc39affe097bd61490157d43
115ba192-7e26-497b-85b2-adf378b33387,115ba192-7e26-497b-85b2-adf378b33387,115ba192-7e26-497b-85b2-adf378b33387.txt,test,silver_labels/test/115ba192-7e26-497b-85b2-adf378b33387/labels.json,verified,ef211e3992b2b5c8defb161bd33544dbd0d9a9b1745612f569b19222462545a2
11cb78ed-49fb-4634-8a7a-3c59109563b5,11cb78ed-49fb-4634-8a7a-3c59109563b5,11cb78ed-49fb-4634-8a7a-3c59109563b5.txt,test,silver_labels/test/11cb78ed-49fb-4634-8a7a-3c59109563b5/labels.json,verified,9abca55f3e9684625a8205d6c2f4fb100683568a8c90f2f81dc496d14f8c6a2a
128f15b9-a6e4-4575-8b96-163ff189ee8e,128f15b9-a6e4-4575-8b96-163ff189ee8e,128f15b9-a6e4-4575-8b96-163ff189ee8e.txt,test,silver_labels/test/128f15b9-a6e4-4575-8b96-163ff189ee8e/labels.json,verified,a3c85ae9f4830ffdc2d511efb551912a201605a22ba891d152725dc23721eaf9
12a3510d-960d-4ce2-9933-f473f4ee6800,12a3510d-960d-4ce2-9933-f473f4ee6800,12a3510d-960d-4ce2-9933-f473f4ee6800.txt,test,silver_labels/test/12a3510d-960d-4ce2-9933-f473f4ee6800/labels.json,verified,e91e4a89bbc4b843906523413b6427ac3814ba1f87ea6e46aaea9e0ffd5cd2b2
12b1692d-699f-430c-81bf-8f2add0796f5,12b1692d-699f-430c-81bf-8f2add0796f5,12b1692d-699f-430c-81bf-8f2add0796f5.txt,test,silver_labels/test/12b1692d-699f-430c-81bf-8f2add0796f5/labels.json,verified,bf967163d2dda9ae2ab450c507087980467ec69e55a4724bc11cc67b4a5394b4
12b99e75-a23d-42c7-bc81-24550224e5e9,12b99e75-a23d-42c7-bc81-24550224e5e9,12b99e75-a23d-42c7-bc81-24550224e5e9.txt,test,silver_labels/test/12b99e75-a23d-42c7-bc81-24550224e5e9/labels.json,verified,a64d381fe4fd85ae52fe009e9d6b60fbea2550d0d6126c382b0bdea48d742e10
132bd17d-7109-4d08-87d3-00ae478d66b1,132bd17d-7109-4d08-87d3-00ae478d66b1,132bd17d-7109-4d08-87d3-00ae478d66b1.txt,test,silver_labels/test/132bd17d-7109-4d08-87d3-00ae478d66b1/labels.json,verified,d6b2dda66a167c36820386d1f9a446163f01293028dbb4557eaef3a2663bb4bf
13a7bb68-28c3-41e0-83b7-ec01d0eb86ce,13a7bb68-28c3-41e0-83b7-ec01d0eb86ce,13a7bb68-28c3-41e0-83b7-ec01d0eb86ce.txt,test,silver_labels/test/13a7bb68-28c3-41e0-83b7-ec01d0eb86ce/labels.json,verified,463418a4d2e06803b614dc0c00f4057e69c56cb33aa69a336a91c4c8f66d69fe
13e15556-fa63-4315-a6ee-7b2c13156d1a,13e15556-fa63-4315-a6ee-7b2c13156d1a,13e15556-fa63-4315-a6ee-7b2c13156d1a.txt,test,silver_labels/test/13e15556-fa63-4315-a6ee-7b2c13156d1a/labels.json,verified,bec8c80c241dba58c98eb3bb2b51007e3e976ed4c48f0d5233d09354556e4e1d
13f6956b-ff2a-4ad3-aed6-8fd3cfdb2cd4,13f6956b-ff2a-4ad3-aed6-8fd3cfdb2cd4,13f6956b-ff2a-4ad3-aed6-8fd3cfdb2cd4.txt,test,silver_labels/test/13f6956b-ff2a-4ad3-aed6-8fd3cfdb2cd4/labels.json,verified,190fc059ca4b4ab1e05d5826cb5c586eed1662cd04fd8016c5e60ad168c87358
141ea746-d1f1-402d-9b0a-a4cdb0b1c4f0,141ea746-d1f1-402d-9b0a-a4cdb0b1c4f0,141ea746-d1f1-402d-9b0a-a4cdb0b1c4f0.txt,test,silver_labels/test/141ea746-d1f1-402d-9b0a-a4cdb0b1c4f0/labels.json,verified,c2609a0ff583557ed72ec93072681b2a5dded324fe55f0ebb50d6bc0eda66102
14642cb6-c054-4403-9c04-ef62460950b5,14642cb6-c054-4403-9c04-ef62460950b5,14642cb6-c054-4403-9c04-ef62460950b5.txt,test,silver_labels/test/14642cb6-c054-4403-9c04-ef62460950b5/labels.json,verified,0a4fae00aadde835e0909278f2d028c7a8b21fd63bc5da0e3ecd7d1e8f809b2e
14f2a116-4fd3-4ed8-b1c9-d0195052674b,14f2a116-4fd3-4ed8-b1c9-d0195052674b,14f2a116-4fd3-4ed8-b1c9-d0195052674b.txt,test,silver_labels/test/14f2a116-4fd3-4ed8-b1c9-d0195052674b/labels.json,verified,6302c227674a2b979e4577d18f3d66258df59827daedce9d662927140d6fa88b
152e9736-6632-4049-b7d6-58b721f7a146,152e9736-6632-4049-b7d6-58b721f7a146,152e9736-6632-4049-b7d6-58b721f7a146.txt,test,silver_labels/test/152e9736-6632-4049-b7d6-58b721f7a146/labels.json,verified,fcbd06063ec360e9ee5242db6b6d07f29b8c19592ac6f9c185dd6a8b5a006a22
1550c143-9b3f-4d11-8001-0990ccd4a103,1550c143-9b3f-4d11-8001-0990ccd4a103,1550c143-9b3f-4d11-8001-0990ccd4a103.txt,test,silver_labels/test/1550c143-9b3f-4d11-8001-0990ccd4a103/labels.json,verified,4846dc422d28cd501759d513adbdb8d586274aef2dde71a45f0ff3869da2ddca
164f6283-d242-4804-96af-b01140c2a8cf,164f6283-d242-4804-96af-b01140c2a8cf,164f6283-d242-4804-96af-b01140c2a8cf.txt,test,silver_labels/test/164f6283-d242-4804-96af-b01140c2a8cf/labels.json,verified,b5851989adf42640c23516eb8d7f5b9f28c502ad803e44441a82ccbe47b57b36
1672c478-3dd7-400f-8be4-e474b1044eb8,1672c478-3dd7-400f-8be4-e474b1044eb8,1672c478-3dd7-400f-8be4-e474b1044eb8.txt,test,silver_labels/test/1672c478-3dd7-400f-8be4-e474b1044eb8/labels.json,verified,9b9af2647c14429614d1b79bc1d6e963afbd5489df15bc00ea25918f6e8157dd
